0.02,0.02,0.00349249
0.02,0.06,1.73357e-07
0.02,0.1,4.46188e-12
0.02,0.14,4.45303e-17
0.02,0.18,4.13643e-22
0.02,0.22,2.4418e-27
0.02,0.26,5.01342e-33
0.02,0.3,2.31383e-48
0.02,0.34,1.2254e-52
0.02,0.38,4.17114e-57
0.02,0.42,3.26009e-36
0.02,0.46,2.78177e-31
0.02,0.5,1.84552e-35
0.02,0.54,8.00795e-35
0.02,0.58,8.26033e-34
0.02,0.62,3.25302e-32
0.02,0.66,1.36887e-30
0.02,0.7,1.69156e-29
0.02,0.74,2.9191e-21
0.02,0.78,1.05906e-20
0.02,0.82,3.74931e-20
0.02,0.86,1.03393e-24
0.02,0.9,2.0035e-18
0.02,0.94,2.95747e-19
0.02,0.98,1.63087e-23
0.02,1.02,8.32074e-16
0.02,1.06,2.94068e-15
0.02,1.1,5.24458e-15
0.02,1.14,4.84827e-15
0.02,1.18,3.08873e-16
0.02,1.22,1.19187e-20
0.02,1.26,1.97188e-25
0.02,1.3,9.3322e-15
0.02,1.34,1.41481e-16
0.02,1.38,9.34978e-21
0.02,1.42,2.62041e-25
0.02,1.46,2.84277e-30
0.02,1.5,3.92237e-35
0.02,1.54,1.73211e-40
0.02,1.58,3.23873e-45
0.02,1.62,2.37616e-50
0.02,1.66,7.22531e-56
0.02,1.7,4.10266e-60
0.02,1.74,7.28431e-60
0.02,1.78,7.2845e-60
0.02,1.82,3.21406e-64
0.02,1.86,30.5964
0.02,1.9,0.00135002
0.02,1.94,4.18828e-08
0.02,1.98,8.1106e-13
0.06,0.02,1.47343e-17
0.06,0.06,8.25457e-22
0.06,0.1,2.51693e-26
0.06,0.14,2.25465e-31
0.06,0.18,1.83551e-36
0.06,0.22,1.89383e-21
0.06,0.26,5.22259e-26
0.06,0.3,2.67847e-21
0.06,0.34,1.92044e-25
0.06,0.38,4.07385e-30
0.06,0.42,1.25603e-06
0.06,0.46,4.84923e-11
0.06,0.5,7.25946e-16
0.06,0.54,5.84001e-21
0.06,0.58,1.8513e-22
0.06,0.62,9.26492e-21
0.06,0.66,5.85822e-23
0.06,0.7,1.70537e-21
0.06,0.74,2.14734e-21
0.06,0.78,2.65566e-16
0.06,0.82,1.14553e-15
0.06,0.86,5.05435e-20
0.06,0.9,3.05915e-17
0.06,0.94,1.5185e-21
0.06,0.98,4.74586e-26
0.06,1.02,3.85041e-11
0.06,1.06,2.3635e-12
0.06,1.1,4.11672e-12
0.06,1.14,1.58935e-16
0.06,1.18,5.1539e-15
0.06,1.22,1.44999e-16
0.06,1.26,3.25755e-10
0.06,1.3,9.68481e-11
0.06,1.34,4.41859e-12
0.06,1.38,3.49889e-16
0.06,1.42,1.14571e-20
0.06,1.46,2.96023e-25
0.06,1.5,4.55386e-30
0.06,1.54,1.30108e-34
0.06,1.58,5.44276e-39
0.06,1.62,1.35885e-43
0.06,1.66,1.34266e-48
0.06,1.7,1.72941e-53
0.06,1.74,1.09513e-58
0.06,1.78,8.13551e-64
0.06,1.82,5.47648e-69
0.06,1.86,30.5961
0.06,1.9,0.00135001
0.06,1.94,4.18824e-08
0.06,1.98,6.21127e-13
0.1,0.02,5.23164e-50
0.1,0.06,11.1618
0.1,0.1,0.000800292
0.1,0.14,1.52791e-08
0.1,0.18,1.9663e-13
0.1,0.22,1.84879e-18
0.1,0.26,1.16253e-23
0.1,0.3,1.397e-29
0.1,0.34,2.4929e-34
0.1,0.38,5.81057e-40
0.1,0.42,5.89206e-05
0.1,0.46,2.59977e-09
0.1,0.5,5.377e-14
0.1,0.54,3.85532e-19
0.1,0.58,1.57389e-17
0.1,0.62,2.20908e-17
0.1,0.66,1.42206e-19
0.1,0.7,2.60443e-17
0.1,0.74,9.66554e-14
0.1,0.78,3.45885e-13
0.1,0.82,2.59926e-13
0.1,0.86,1.29019e-17
0.1,0.9,3.74508e-14
0.1,0.94,1.36597e-13
0.1,0.98,7.98656e-11
0.1,1.02,3.39262e-10
0.1,1.06,5.58456e-10
0.1,1.1,2.15604e-14
0.1,1.14,3.21107e-07
0.1,1.18,1.24032e-11
0.1,1.22,7.63357e-08
0.1,1.26,5.20135e-08
0.1,1.3,1.54146e-08
0.1,1.34,6.72562e-09
0.1,1.38,1.48399e-11
0.1,1.42,1.79976e-11
0.1,1.46,1.12306e-14
0.1,1.5,4.22089e-19
0.1,1.54,1.22812e-20
0.1,1.58,7.44542e-25
0.1,1.62,1.79161e-29
0.1,1.66,1.52331e-34
0.1,1.7,7.03898e-40
0.1,1.74,4.69623e-45
0.1,1.78,3.8334e-50
0.1,1.82,1.42855e-55
0.1,1.86,9.24465e-61
0.1,1.9,9.26484e-77
0.1,1.94,2.67868e-60
0.1,1.98,8.86435e-65
0.14,0.02,8.98464e-43
0.14,0.06,1.09051e-13
0.14,0.1,3.72286e-07
0.14,0.14,2.81584e-22
0.14,0.18,1.81641e-24
0.14,0.22,5.45549e-24
0.14,0.26,1.57243e-27
0.14,0.3,5.79281e-27
0.14,0.34,3.51438e-31
0.14,0.38,1.88857e-21
0.14,0.42,3.72296e-07
0.14,0.46,1.64268e-11
0.14,0.5,2.9446e-16
0.14,0.54,5.60868e-15
0.14,0.58,8.30636e-17
0.14,0.62,1.24383e-16
0.14,0.66,1.94619e-15
0.14,0.7,2.14679e-20
0.14,0.74,3.05299e-14
0.14,0.78,1.6653e-13
