1.14491,1.1e-08
0.495695,1.1e-08
-31.9,-111.184
1.1e-08,0.126511
-30.1249,-118.951
-26.0932,-61.2272
-17.6118,-19.0434
1.57229,1.1e-08
-47.6981,-265.282
0.738466,1.1e-08
0.127363,0.247341
-3.28678,-1.34751
-34.3805,-62.6219
1.04205,0.00334053
0.433328,0.000439765
-24.6235,-58.8067
1.1e-08,0.0237833
0.458825,0.0227985
-13.3349,-20.471
-39.4768,-123.518
-23.0398,-50.9572
0.330307,0.129251
-54.4385,-224.153
0.471573,1.1e-08
-11.644,-12.936
0.241548,0.166095
0.300733,0.110716
1.459,1.19663
0.801521,0.0464419
-32.4056,-129.038
1.21058,0.0192728
0.830791,0.20725
0.675793,0.241933
-3.06743,-0.687285
-41.8567,-217.511
1.1e-08,0.0571187
1.22439,1.1e-08
0.273417,0.206793
1.38244,0.15718
0,1.1e-08
1.03678,0.427698
-30.0816,-102.552
-8.84448,-9.94655
1.56533,1.1e-08
1.1711,1.1e-08
1.17408,0.12441
0.231671,0.208636
-5.83565,-4.65498
0,1.1e-08
0.0515222,0.465565
0.905191,1.1e-08
0.124277,0.126094
1.4477,0.293137
-19.5891,-19.1013
1.06981,1.1e-08
1.12969,0.160463
1.1e-08,0.211999
-5.27498,-2.93999
-14.6246,-28.8137
-27.2188,-98.1114
-6.5909,-4.18949
0.820959,0.00305402
1.24857,0.0385812
1.16433,0.495947
-10.3657,-9.94712
-34.5265,-133.214
0.692321,0.340091
0.238782,0.307132
1.46158,0.00670907
-43.3073,-131.776
0.918566,0.156483
-44.4963,-172.015
-25.615,-61.5035
1.30927,0.123901
0.103006,0.33394
3.47449e-06,0.818015
0.589245,0.0723516
-48.4788,-259.475
-32.4248,-62.6221
-36.406,-144.2
-34.9224,-118.902
0.393016,0.0411089
0.626833,0.0933202
1.39661,1.1e-08
1.39726,0.022086
0.564335,0.0330385
0,1.1e-08
0.498486,0.354676
-40.8584,-155.036
-13.5409,-23.177
1.1e-08,0.0646788
-43.0147,-180.831
-1.95925,-0.41714
0.614885,0.273183
-8.64029,-7.34999
-31.2583,-121.284
0.768447,0.133994
1.60528,0.0843109
0.934828,0.0731396
1.00557,0.0522608
0.173847,0.348055
-21.458,-50.9619
0.545365,1.1e-08
-11.3927,-14.5779
-2.79698,-1.48941
1.2178,0.408964
0.754444,0.0818894
-38.0235,-183.821
-10.7533,-11.3927
0.701608,1.1e-08
0.891108,0.413662
1.59705,0.00943067
1.43392,0.008201
0.507104,0.119254
-24.919,-69.823
1.16737,1.1e-08
0.0273596,0.133754
0.661454,0.376443
0.299989,0.425748
0.218077,1.1e-08
1.59827,0.181846
0.167011,0.100369
-41.1649,-221.524
0.585725,0.0996446
0.677772,0.0278219
0.444048,0.143467
1.10265,0.0897551
1.0602,1.1e-08
-28.2855,-111.047
-27.3196,-62.6394
0.837767,0.00117279
0,1.1e-08
0,1.1e-08
0.497024,1.1e-08
0,1.1e-08
-48.0796,-218.186
1.17932,0.644301
1.12057,1.1e-08
-43.2721,-209.572
-34.1263,-131.419
-40.0489,-211.301
0.670533,0.115223
1.74027,0.530593
1.7345,1.1e-08
0.734957,0.510883
0.830015,1.1e-08
0.952115,0.385422
-3.72329,-0.567934
0.192,0.222679
-30.5861,-85.407
-48.7379,-252.262
1.1e-08,0.415547
0.00669671,1.1e-08
0,1.1e-08
0.491373,0.0349534
0.454693,0.241567
0.358109,1.1e-08
0,1.1e-08
0.570071,0.467319
1.00074,0.0983798
0.891853,1.1e-08
0.2792,0.272049
1.31553,0.050217
0.230598,1.1e-08
-36.6313,-177.869
-2.8757,-0.903904
-14.6028,-25.3574
-1.30307,-0.312098
-40.6453,-190.381
-18.7252,-20.6481
-33.4788,-107.091
-21.6524,-59.9566
-8.93965,-10.6571
-49.2201,-227.248
-20.7585,-49.2877
-25.1621,-81.3642
0.214263,0.178068
1.31578,0.226842
0.974878,0.0227456
0.514249,0.0636106
1.08861,0.214186
1.1263,0.115411
-7.26971,-6.76203
0.00967356,0.183652
0.659933,1.1e-08
1.1e-08,0.0850039
1.71829,0.186226
-12.3527,-15.8552
-32.5162,-118.741
0.966208,1.1e-08
-8.28323,-9.26099
-6.85907,-5.14501
-0.927653,-0.147089
0.374412,1.1e-08
1.26446,0.212697
1.33546,0.299306
1.1e-08,0.168316
-48.2946,-232.685
-7.86975,-6.76197
0.120743,0.318598
0.948354,1.1e-08
0.114222,1.1e-08
-6.09847,-3.74853
1.19579,1.1e-08
1.36554,1.1e-08
-29.5052,-100.316
-17.2692,-28.8124
-54.0326,-260.384
-6.09019,-4.18949
0.0232329,1.1e-08
0.0141942,0.0880642
1.09342,0.0612022
0.433625,0.366355
1.32818,1.1e-08
-51.2865,-266.486
-27.3772,-91.6546
1.08456,1.1e-08
-26.408,-56.231
1.43538,0.329681
0.533737,0.141655
-27.7862,-83.3734
-41.2363,-183.826
-19.9014,-43.3637
-24.8396,-79.3799
1.73521,0.246679
1.1e-08,0.19921
1.10743,0.293718
1.30469,1.1e-08
